Free and Reduced-Price Lunch Counts,,,,,,,,,
"Fall 2009 Building-Level Data: Age Groups, Ungraded Special Education",,,,,,,,,
Includes Grades K through 12 plus Ungraded Special Education (14),,,,,,,,,
DCODE,District_Name,BCODE,Entity_Name,GradeOrSetting,Age Group,Free Lunch Eligible,Reduced-Price Lunch Eligible,Not Eligible,Total Count
49040,Les Cheneaux Community Schools,08446,Cedarville Middle School,14,Age 5 to 19,1,0,0,1
49055,Engadine Consolidated Schools,01148,Engadine Elementary School,14,Age 5 to 19,0,0,5,5
49055,Engadine Consolidated Schools,01148,Engadine Elementary School,14,Age 20 to 26,1,0,0,1
50000,Macomb ISD,01346,Glen H. Peters School,14,Age 5 to 19,2,0,2,4
50000,Macomb ISD,01346,Glen H. Peters School,14,Age 20 to 26,12,0,24,36
50000,Macomb ISD,01350,Lutz School for Work Experience,14,Age 5 to 19,12,0,52,64
50000,Macomb ISD,01350,Lutz School for Work Experience,14,Age 20 to 26,53,0,131,184
50000,Macomb ISD,01363,Keith Bovenschen School,14,Age 5 to 19,1,0,0,1
50000,Macomb ISD,01363,Keith Bovenschen School,14,Age 20 to 26,11,2,22,35
50000,Macomb ISD,08395,Bozymowski Center,14,Age 0 to 4,2,0,9,11
50000,Macomb ISD,08395,Bozymowski Center,14,Age 5 to 19,4,1,2,7
50000,Macomb ISD,08395,Bozymowski Center,14,Age 20 to 26,13,1,15,29
50010,Center Line Public Schools,00580,Center Line High School,14,Age 20 to 26,0,1,0,1
50080,Chippewa Valley Schools,00557,Fox Elementary School,14,Age 0 to 4,3,0,20,23
50080,Chippewa Valley Schools,00557,Fox Elementary School,14,Age 5 to 19,0,0,1,1
50080,Chippewa Valley Schools,00728,Clinton Valley Elementary School,14,Age 0 to 4,3,0,12,15
50080,Chippewa Valley Schools,00728,Clinton Valley Elementary School,14,Age 5 to 19,1,0,0,1
50080,Chippewa Valley Schools,02821,Ojibwa Elementary School,14,Age 0 to 4,1,0,22,23
50080,Chippewa Valley Schools,02821,Ojibwa Elementary School,14,Age 5 to 19,1,0,0,1
50080,Chippewa Valley Schools,06359,Huron Elementary School,14,Age 0 to 4,6,0,18,24
50080,Chippewa Valley Schools,06588,Miami Elementary School,14,Age 0 to 4,3,0,20,23
50140,L'Anse Creuse Public Schools,06360,Emma V. Lobbestael Elem. School,14,Age 0 to 4,5,0,34,39
50140,L'Anse Creuse Public Schools,06360,Emma V. Lobbestael Elem. School,14,Age 5 to 19,1,0,6,7
50140,L'Anse Creuse Public Schools,09376,Anna Mae Burdi Early Childhood Center,14,Age 0 to 4,14,0,33,47
50140,L'Anse Creuse Public Schools,09376,Anna Mae Burdi Early Childhood Center,14,Age 5 to 19,2,0,2,4
50190,Romeo Community Schools,00839,Croswell Elementary School,14,Age 0 to 4,17,0,70,87
50190,Romeo Community Schools,00839,Croswell Elementary School,14,Age 5 to 19,1,0,5,6
50220,Van Dyke Public Schools,02379,Marjorie Carlson Elementary School,14,Age 0 to 4,25,0,21,46
50220,Van Dyke Public Schools,02379,Marjorie Carlson Elementary School,14,Age 5 to 19,1,0,2,3
50901,Macomb Academy,08051,Macomb Academy,14,Age 5 to 19,8,0,37,45
50901,Macomb Academy,08051,Macomb Academy,14,Age 20 to 26,22,0,105,127
51000,Manistee ISD,08937,Manistee ISD Center Programs,14,Age 0 to 4,6,2,0,8
51000,Manistee ISD,08937,Manistee ISD Center Programs,14,Age 5 to 19,9,3,6,18
51000,Manistee ISD,08937,Manistee ISD Center Programs,14,Age 20 to 26,6,1,5,12
52000,Marquette-Alger RESA,08859,Marquette-Alger Administrative Unit,14,Age 5 to 19,0,0,4,4
52000,Marquette-Alger RESA,08859,Marquette-Alger Administrative Unit,14,Age 20 to 26,3,0,15,18
52015,N.I.C.E. Community Schools,06054,Westwood High School,14,Age 20 to 26,1,0,0,1
52090,Negaunee Public Schools,02666,Negaunee High School,14,Age 5 to 19,0,0,1,1
52090,Negaunee Public Schools,02666,Negaunee High School,14,Age 20 to 26,0,0,2,2
52170,Marquette Area Public Schools,02389,Marquette Senior High School,14,Age 5 to 19,6,1,5,12
52170,Marquette Area Public Schools,02389,Marquette Senior High School,14,Age 20 to 26,4,0,1,5
52170,Marquette Area Public Schools,03402,Sandy Knoll School,14,Age 5 to 19,3,1,3,7
52170,Marquette Area Public Schools,06268,Bothwell Middle School,14,Age 5 to 19,0,0,1,1
52170,Marquette Area Public Schools,07822,Cherry Creek Elementary School,14,Age 5 to 19,1,0,3,4
53000,Mason-Lake ISD,00000,RESA/ISD students attending LEA school--53000,14,Age 5 to 19,18,0,8,26
53000,Mason-Lake ISD,00000,RESA/ISD students attending LEA school--53000,14,Age 20 to 26,1,0,1,2
53000,Mason-Lake ISD,08874,Mason-Lake ISD Special Education,14,Age 5 to 19,9,0,10,19
53000,Mason-Lake ISD,08874,Mason-Lake ISD Special Education,14,Age 20 to 26,3,0,1,4
53040,Ludington Area School District,02279,Ludington High School,14,Age 5 to 19,1,1,3,5
53040,Ludington Area School District,02279,Ludington High School,14,Age 20 to 26,6,3,2,11
54000,Mecosta-Osceola ISD,06159,Mecosta-Osceola Education Center,14,Age 0 to 4,8,0,5,13
54000,Mecosta-Osceola ISD,06159,Mecosta-Osceola Education Center,14,Age 5 to 19,38,0,63,101
54000,Mecosta-Osceola ISD,06159,Mecosta-Osceola Education Center,14,Age 20 to 26,11,0,25,36
54010,Big Rapids Public Schools,01057,Eastwood Early Childhood Center,14,Age 0 to 4,16,0,2,18
54010,Big Rapids Public Schools,01057,Eastwood Early Childhood Center,14,Age 5 to 19,2,0,1,3
54025,Chippewa Hills School District,04424,Weidman Elementary School,14,Age 0 to 4,13,2,2,17
54025,Chippewa Hills School District,04424,Weidman Elementary School,14,Age 5 to 19,4,0,0,4
55000,Menominee ISD,08944,Menominee ISD Special Education,14,Age 5 to 19,13,1,6,20
55000,Menominee ISD,08944,Menominee ISD Special Education,14,Age 20 to 26,3,0,1,4
55100,Menominee Area Public Schools,09387,Blesch Intermediate School,14,Age 5 to 19,1,0,0,1
55100,Menominee Area Public Schools,09387,Blesch Intermediate School,14,Age 20 to 26,2,0,0,2
56000,Midland County Educational Service Agency,08857,MCESA and Sugnet School Classroom Programs,14,Age 0 to 4,2,0,1,3
56000,Midland County Educational Service Agency,08857,MCESA and Sugnet School Classroom Programs,14,Age 5 to 19,6,1,6,13
56000,Midland County Educational Service Agency,08857,MCESA and Sugnet School Classroom Programs,14,Age 20 to 26,11,0,10,21
56010,Midland Public Schools,02555,Midland High School,14,Age 20 to 26,0,0,1,1
56010,Midland Public Schools,05157,H.H. Dow High School,14,Age 5 to 19,9,3,7,19
56010,Midland Public Schools,05157,H.H. Dow High School,14,Age 20 to 26,6,0,5,11
56010,Midland Public Schools,09919,Post Secondary Transition Program,14,Age 5 to 19,0,0,2,2
56010,Midland Public Schools,09919,Post Secondary Transition Program,14,Age 20 to 26,15,1,7,23
58000,Monroe ISD,01274,Monroe County Education Center,14,Age 5 to 19,20,7,61,88
58000,Monroe ISD,01274,Monroe County Education Center,14,Age 20 to 26,20,3,29,52
58000,Monroe ISD,09253,Monroe County Transition Center,14,Age 5 to 19,3,0,10,13
58000,Monroe ISD,09253,Monroe County Transition Center,14,Age 20 to 26,12,2,33,47
59000,Montcalm Area ISD,06333,Seiter Education Service Center,14,Age 0 to 4,2,0,0,2
59000,Montcalm Area ISD,06333,Seiter Education Service Center,14,Age 5 to 19,21,1,16,38
59000,Montcalm Area ISD,06333,Seiter Education Service Center,14,Age 20 to 26,19,0,15,34
59000,Montcalm Area ISD,09238,ISD/Local Center Programs,14,Age 0 to 4,0,1,0,1
59000,Montcalm Area ISD,09238,ISD/Local Center Programs,14,Age 5 to 19,52,12,16,80
59000,Montcalm Area ISD,09902,Harold O. Steele Education Center,14,Age 5 to 19,15,0,5,20
61000,Muskegon Area ISD,07068,Wesley School,14,Age 0 to 4,7,0,1,8
61000,Muskegon Area ISD,07068,Wesley School,14,Age 5 to 19,57,7,28,92
61000,Muskegon Area ISD,07068,Wesley School,14,Age 20 to 26,96,2,9,107
61010,Muskegon City School District,06290,Nelson EC,14,Age 0 to 4,43,2,21,66
61010,Muskegon City School District,06290,Nelson EC,14,Age 5 to 19,11,0,1,12
61020,Muskegon Heights School District,01419,Glendale Early Childhood Academy,14,Age 0 to 4,15,0,3,18
61020,Muskegon Heights School District,04154,Theodore Roosevelt School,14,Age 0 to 4,17,1,2,20
61060,Mona Shores Public School District,01670,Ross Park Elementary School,14,Age 0 to 4,10,0,13,23
61060,Mona Shores Public School District,01670,Ross Park Elementary School,14,Age 5 to 19,0,0,2,2
61065,Oakridge Public Schools,08893,Oakridge Early Childhood Center,14,Age 0 to 4,8,1,2,11
61065,Oakridge Public Schools,08893,Oakridge Early Childhood Center,14,Age 5 to 19,2,0,1,3
61120,Holton Public Schools,01712,Holton Elementary School,14,Age 0 to 4,8,1,5,14
61120,Holton Public Schools,01712,Holton Elementary School,14,Age 5 to 19,2,0,0,2
61180,Montague Area Public Schools,03139,Oehrli Elementary School,14,Age 0 to 4,12,1,5,18
61180,Montague Area Public Schools,03139,Oehrli Elementary School,14,Age 5 to 19,2,0,0,2
61190,Orchard View Schools,07371,Orchard View Early Elementary,14,Age 0 to 4,7,0,3,10
61190,Orchard View Schools,07371,Orchard View Early Elementary,14,Age 5 to 19,2,0,0,2
61210,Ravenna Public Schools,03154,Beechnau Elementary School,14,Age 0 to 4,3,1,2,6
61220,Reeths-Puffer Schools,02495,McMillan Elementary School,14,Age 0 to 4,11,0,30,41
61220,Reeths-Puffer Schools,02495,McMillan Elementary School,14,Age 5 to 19,2,0,2,4
61220,Reeths-Puffer Schools,08609,Reeths-Puffer Intermediate Sch.,14,Age 0 to 4,7,0,9,16
61220,Reeths-Puffer Schools,08609,Reeths-Puffer Intermediate Sch.,14,Age 5 to 19,1,0,0,1
61240,Whitehall District Schools,08057,Shoreline Elementary School,14,Age 0 to 4,12,0,11,23
61240,Whitehall District Schools,08057,Shoreline Elementary School,14,Age 5 to 19,0,0,1,1
61904,Three Oaks Public School Academy,09304,Three Oaks Public School Academy,14,Age 5 to 19,2,0,0,2
62000,Newaygo County RESA,08955,Fremont Education and Activity Center,14,Age 5 to 19,7,1,7,15
62000,Newaygo County RESA,08955,Fremont Education and Activity Center,14,Age 20 to 26,16,2,4,22
63010,Birmingham City School District,01154,Ernest W. Seaholm High School,14,Age 5 to 19,1,0,13,14
63010,Birmingham City School District,01154,Ernest W. Seaholm High School,14,Age 20 to 26,3,0,15,18
63010,Birmingham City School District,04608,Wylie E. Groves High School,14,Age 20 to 26,0,0,1,1
63020,Ferndale Public Schools,01222,Ferndale High School,14,Age 5 to 19,8,1,6,15
63020,Ferndale Public Schools,01222,Ferndale High School,14,Age 20 to 26,1,0,1,2
63030,Pontiac City School District,06213,Whitmer Resource Center,14,Age 0 to 4,22,0,23,45
63030,Pontiac City School District,06213,Whitmer Resource Center,14,Age 5 to 19,1,0,0,1
63030,Pontiac City School District,08689,Kennedy Center,14,Age 0 to 4,3,1,0,4
63030,Pontiac City School District,08689,Kennedy Center,14,Age 5 to 19,52,4,14,70
63030,Pontiac City School District,08689,Kennedy Center,14,Age 20 to 26,62,0,12,74
63050,Berkley School District,00291,Berkley High School,14,Age 20 to 26,0,0,1,1
63060,Southfield Public School District,02749,Bussey Center for Early Child Education,14,Age 0 to 4,0,0,6,6
63070,Avondale School District,00148,Auburn Elementary School,14,Age 0 to 4,2,1,16,19
63070,Avondale School District,00148,Auburn Elementary School,14,Age 5 to 19,1,0,0,1
63080,Bloomfield Hills School District,04984,Bloomfield Hills Andover H.S.,14,Age 5 to 19,5,0,3,8
63080,Bloomfield Hills School District,04984,Bloomfield Hills Andover H.S.,14,Age 20 to 26,3,0,4,7
63080,Bloomfield Hills School District,05558,Wing Lake Developmental Center,14,Age 0 to 4,0,0,1,1
63080,Bloomfield Hills School District,05558,Wing Lake Developmental Center,14,Age 5 to 19,35,2,58,95
63080,Bloomfield Hills School District,05558,Wing Lake Developmental Center,14,Age 20 to 26,29,0,7,36
63110,Oxford Community Schools,02437,Oxford High School,14,Age 5 to 19,2,1,0,3
63110,Oxford Community Schools,02437,Oxford High School,14,Age 20 to 26,6,0,0,6
63130,Hazel Park City School District,02399,Jardon Vocational School,14,Age 5 to 19,27,1,18,46
63130,Hazel Park City School District,02399,Jardon Vocational School,14,Age 20 to 26,64,1,34,99
63130,Hazel Park City School District,09429,Webb Elementary School,14,Age 0 to 4,2,0,2,4
63150,Troy School District,06365,Martell Elementary School,14,Age 0 to 4,0,0,6,6
63150,Troy School District,09460,Troy GROW Program,14,Age 5 to 19,0,0,10,10
63150,Troy School District,09460,Troy GROW Program,14,Age 20 to 26,6,0,18,24
63150,Troy School District,09685,Troy Early Childhood,14,Age 0 to 4,2,0,29,31
63150,Troy School District,09685,Troy Early Childhood,14,Age 5 to 19,1,0,1,2
63160,West Bloomfield School District,01401,Ealy Elementary School,14,Age 0 to 4,3,0,41,44
63160,West Bloomfield School District,01401,Ealy Elementary School,14,Age 5 to 19,1,0,8,9
63190,Clarkston Community School District,00706,Clarkston High School,14,Age 5 to 19,4,0,11,15
63190,Clarkston Community School District,00706,Clarkston High School,14,Age 20 to 26,4,0,7,11
63190,Clarkston Community School District,07565,Student Support Services,14,Age 20 to 26,0,0,1,1
63200,Farmington Public School District,00735,Cloverdale School,14,Age 5 to 19,6,0,7,13
63200,Farmington Public School District,00735,Cloverdale School,14,Age 20 to 26,8,0,7,15
63200,Farmington Public School District,01203,Visions Unlimited,14,Age 5 to 19,9,0,11,20
63200,Farmington Public School District,01203,Visions Unlimited,14,Age 20 to 26,35,0,39,74
63200,Farmington Public School District,01204,Farmington High School,14,Age 20 to 26,0,0,1,1
63210,Holly Area School District,08711,Karl Richter Campus,14,Age 0 to 4,0,0,1,1
63210,Holly Area School District,08711,Karl Richter Campus,14,Age 5 to 19,3,1,7,11
63210,Holly Area School District,08711,Karl Richter Campus,14,Age 20 to 26,12,0,15,27
63220,Huron Valley Schools,02641,Muir Middle School,14,Age 5 to 19,10,0,0,10
63220,Huron Valley Schools,02641,Muir Middle School,14,Age 20 to 26,17,0,0,17
63230,Lake Orion Community Schools,02088,Lake Orion Community High School,14,Age 5 to 19,2,0,3,5
63230,Lake Orion Community Schools,02088,Lake Orion Community High School,14,Age 20 to 26,11,0,3,14
63240,South Lyon Community Schools,09365,Sharon J. Hardy Elementary School,14,Age 0 to 4,0,0,1,1
63250,Oak Park City School District,02166,Lessenger Elementary School,14,Age 0 to 4,2,0,0,2
63260,Rochester Community School District,01551,Hamlin Elementary School,14,Age 0 to 4,46,0,0,46
63260,Rochester Community School District,01551,Hamlin Elementary School,14,Age 5 to 19,1,0,0,1
63260,Rochester Community School District,03242,Rochester High School,14,Age 5 to 19,4,0,13,17
63260,Rochester Community School District,03242,Rochester High School,14,Age 20 to 26,5,0,16,21
63270,Clawson Public Schools,00710,Clawson High School,14,Age 20 to 26,0,0,1,1
63280,Lamphere Public Schools,02639,Lamphere Center,14,Age 5 to 19,19,1,12,32
63280,Lamphere Public Schools,02639,Lamphere Center,14,Age 20 to 26,37,0,11,48
63290,Walled Lake Consolidated Schools,07792,Walled Lake Community Education Center,14,Age 5 to 19,14,1,7,22
63290,Walled Lake Consolidated Schools,07792,Walled Lake Community Education Center,14,Age 20 to 26,17,0,9,26
63300,Waterford School District,04092,Kingsley Montgomery School,14,Age 0 to 4,3,0,2,5
63300,Waterford School District,04092,Kingsley Montgomery School,14,Age 5 to 19,9,0,3,12
63300,Waterford School District,04092,Kingsley Montgomery School,14,Age 20 to 26,37,0,4,41
63300,Waterford School District,05535,Waterford Mott High School,14,Age 5 to 19,2,0,1,3
63300,Waterford School District,05535,Waterford Mott High School,14,Age 20 to 26,1,0,0,1
63906,Pontiac Academy for Excellence,08433,Pontiac Academy for Excellence - High School,14,Age 5 to 19,2,0,0,2
64000,Oceana Intermediate School District,07574,OISD Developmental Center,14,Age 0 to 4,1,0,0,1
64000,Oceana Intermediate School District,07574,OISD Developmental Center,14,Age 5 to 19,20,2,12,34
64000,Oceana Intermediate School District,07574,OISD Developmental Center,14,Age 20 to 26,4,0,4,8
67020,Evart Public Schools,01164,Evart Elementary School,14,Age 0 to 4,11,1,7,19
67055,Pine River Area Schools,09070,Pine River Middle School,14,Age 5 to 19,2,0,0,2
70000,Ottawa Area ISD,01054,Ottawa Area Center,14,Age 5 to 19,51,13,64,128
70000,Ottawa Area ISD,01054,Ottawa Area Center,14,Age 20 to 26,85,0,39,124
70010,Grand Haven Area Public Schools,01454,White Pines Middle School,14,Age 5 to 19,0,1,4,5
70020,Holland City School District,09964,West,14,Age 0 to 4,1,1,3,5
70040,Allendale Public School District,00069,Evergreen Elementary,14,Age 0 to 4,7,0,3,10
70040,Allendale Public School District,00069,Evergreen Elementary,14,Age 5 to 19,1,0,0,1
70175,Jenison Public Schools,06127,Jenison High School,14,Age 20 to 26,2,0,0,2
70175,Jenison Public Schools,09405,Jenison Public Schools Early Childhood Center,14,Age 0 to 4,5,0,13,18
70175,Jenison Public Schools,09405,Jenison Public Schools Early Childhood Center,14,Age 5 to 19,0,0,2,2
72000,C.O.O.R. ISD,07995,C.O.O.R. Special Educational Center,14,Age 5 to 19,34,9,14,57
72000,C.O.O.R. ISD,07995,C.O.O.R. Special Educational Center,14,Age 20 to 26,12,2,9,23
72020,Houghton Lake Community Schools,00750,Collins Elementary School,14,Age 0 to 4,8,0,4,12
72020,Houghton Lake Community Schools,00750,Collins Elementary School,14,Age 5 to 19,3,1,0,4
73000,Saginaw ISD,07016,Saginaw County Juvenile Center,14,Age 5 to 19,30,0,0,30
73000,Saginaw ISD,07038,M.G. Millet Learning Center,14,Age 0 to 4,33,1,14,48
73000,Saginaw ISD,07038,M.G. Millet Learning Center,14,Age 5 to 19,111,11,85,207
73000,Saginaw ISD,07038,M.G. Millet Learning Center,14,Age 20 to 26,19,1,6,26
73000,Saginaw ISD,08905,Saginaw ISD Transitions Center,14,Age 5 to 19,3,0,2,5
73000,Saginaw ISD,08905,Saginaw ISD Transitions Center,14,Age 20 to 26,18,1,4,23
73030,Carrollton School District,05141,Carrollton Elementary School,14,Age 0 to 4,0,0,2,2
73080,Buena Vista School District,01628,Henry Doerr CDC,14,Age 0 to 4,1,0,0,1
73180,Bridgeport-Spaulding Community School District,04173,Thomas White School,14,Age 0 to 4,2,0,0,2
73210,Hemlock Public School District,01624,Hemlock Elementary School,14,Age 0 to 4,5,1,12,18
74000,St. Clair County RESA,03376,Woodland Developmental Center,14,Age 5 to 19,49,9,50,108
74000,St. Clair County RESA,03376,Woodland Developmental Center,14,Age 20 to 26,43,1,17,61
74010,Port Huron Area School District,01366,Garfield Elementary School,14,Age 0 to 4,21,0,18,39
74010,Port Huron Area School District,01772,H.D. Crull Elementary School,14,Age 0 to 4,8,5,5,18
74010,Port Huron Area School District,01772,H.D. Crull Elementary School,14,Age 5 to 19,4,0,1,5
74010,Port Huron Area School District,02033,Kimball Elementary School,14,Age 0 to 4,8,1,3,12
74010,Port Huron Area School District,02033,Kimball Elementary School,14,Age 5 to 19,3,0,0,3
74010,Port Huron Area School District,02538,Michigamme Elementary School,14,Age 0 to 4,7,1,4,12
74010,Port Huron Area School District,02538,Michigamme Elementary School,14,Age 5 to 19,4,1,0,5
74010,Port Huron Area School District,04160,Edison Elementary School,14,Age 0 to 4,2,0,2,4
74010,Port Huron Area School District,06775,Indian Woods Elementary School,14,Age 0 to 4,7,0,2,9
74030,Algonac Community School District,00053,Algonac Elementary School,14,Age 0 to 4,8,1,10,19
74030,Algonac Community School District,00053,Algonac Elementary School,14,Age 5 to 19,3,0,1,4
74030,Algonac Community School District,01179,Fair Haven Elementary School,14,Age 0 to 4,0,0,1,1
74030,Algonac Community School District,01179,Fair Haven Elementary School,14,Age 5 to 19,0,0,1,1
74040,Capac Community School District,00518,Capac Elementary School,14,Age 0 to 4,6,0,8,14
74050,East China School District,08924,Riverview East High School,14,Age 0 to 4,13,0,32,45
74050,East China School District,08924,Riverview East High School,14,Age 5 to 19,0,0,4,4
74100,Marysville Public Schools,08355,Morton Elementary School,14,Age 0 to 4,1,1,1,3
74120,Memphis Community Schools,06672,Memphis Elementary School,14,Age 0 to 4,2,0,6,8
74130,Yale Public Schools,00157,Avoca Elementary School,14,Age 0 to 4,4,3,4,11
75000,St. Joseph County ISD,01037,Pathfinder Center,14,Age 5 to 19,53,9,39,101
75000,St. Joseph County ISD,01037,Pathfinder Center,14,Age 20 to 26,18,0,9,27
75010,Sturgis Public Schools,01924,Jerolene School,14,Age 0 to 4,8,0,4,12
75010,Sturgis Public Schools,01924,Jerolene School,14,Age 5 to 19,1,0,0,1
75010,Sturgis Public Schools,04095,Sturgis High School,14,Age 5 to 19,1,0,0,1
75010,Sturgis Public Schools,04337,Wall School,14,Age 5 to 19,0,1,0,1
75030,Centreville Public Schools,00628,Centreville Elementary School,14,Age 0 to 4,1,0,4,5
75030,Centreville Public Schools,00628,Centreville Elementary School,14,Age 5 to 19,1,0,1,2
75080,Three Rivers Community Schools,00336,Andrews Elementary School,14,Age 0 to 4,7,0,8,15
75080,Three Rivers Community Schools,00336,Andrews Elementary School,14,Age 5 to 19,1,0,0,1
75080,Three Rivers Community Schools,03301,Ruth Hoppin School,14,Age 0 to 4,1,0,0,1
76000,Sanilac ISD,06548,Sanilac Career Center,14,Age 5 to 19,0,0,1,1
76000,Sanilac ISD,08852,Sanilac ISD Special Education Services,14,Age 0 to 4,15,2,9,26
76000,Sanilac ISD,08852,Sanilac ISD Special Education Services,14,Age 5 to 19,53,4,50,107
76000,Sanilac ISD,08852,Sanilac ISD Special Education Services,14,Age 20 to 26,4,3,2,9
76080,Croswell-Lexington Community Schools,00840,Geiger Early Childhood Center,14,Age 0 to 4,4,0,2,6
76080,Croswell-Lexington Community Schools,00840,Geiger Early Childhood Center,14,Age 5 to 19,1,0,0,1
78000,Shiawassee Regional ESD,01035,Shiawassee RESD - Student Learning Center - West,14,Age 0 to 4,3,0,4,7
78000,Shiawassee Regional ESD,01035,Shiawassee RESD - Student Learning Center - West,14,Age 5 to 19,74,10,51,135
78000,Shiawassee Regional ESD,01035,Shiawassee RESD - Student Learning Center - West,14,Age 20 to 26,4,2,1,7
78000,Shiawassee Regional ESD,09016,Shiawassee RESD - Student Learning Center - East,14,Age 5 to 19,7,0,13,20
78000,Shiawassee Regional ESD,09016,Shiawassee RESD - Student Learning Center - East,14,Age 20 to 26,7,0,18,25
78030,Durand Area Schools,00185,Wilbur Bills Elementary School,14,Age 0 to 4,8,1,10,19
78030,Durand Area Schools,00185,Wilbur Bills Elementary School,14,Age 5 to 19,1,0,0,1
78100,Corunna Public School District,00806,Corunna Middle School,14,Age 5 to 19,6,2,0,8
78100,Corunna Public School District,02674,Nellie Reed Elementary School,14,Age 5 to 19,8,0,0,8
78100,Corunna Public School District,06673,Corunna High School,14,Age 5 to 19,9,3,0,12
79000,Tuscola ISD,01997,Highland Pines School,14,Age 5 to 19,83,15,53,151
79000,Tuscola ISD,01997,Highland Pines School,14,Age 20 to 26,42,2,14,58
79030,Cass City Public Schools,09568,Transition Center,14,Age 5 to 19,3,0,9,12
79030,Cass City Public Schools,09568,Transition Center,14,Age 20 to 26,2,0,3,5
80000,Van Buren ISD,06908,Bert Goens Learning Center,14,Age 5 to 19,71,10,44,125
80000,Van Buren ISD,06908,Bert Goens Learning Center,14,Age 20 to 26,16,3,10,29
80000,Van Buren ISD,09764,Behavioral Education Center,14,Age 5 to 19,30,4,11,45
80000,Van Buren ISD,09764,Behavioral Education Center,14,Age 20 to 26,0,0,4,4
80000,Van Buren ISD,09764,Behavioral Education Center,14,Age 27+,1,0,0,1
80000,Van Buren ISD,09768,Community-based Transition Center,14,Age 5 to 19,21,3,14,38
80000,Van Buren ISD,09768,Community-based Transition Center,14,Age 20 to 26,8,2,5,15
81000,Washtenaw ISD,06147,High Point School,14,Age 0 to 4,0,0,2,2
81000,Washtenaw ISD,06147,High Point School,14,Age 5 to 19,54,2,20,76
81000,Washtenaw ISD,06147,High Point School,14,Age 20 to 26,101,2,6,109
81000,Washtenaw ISD,07487,Young Adult Programs,14,Age 5 to 19,2,0,17,19
81000,Washtenaw ISD,07487,Young Adult Programs,14,Age 20 to 26,31,0,59,90
81000,Washtenaw ISD,09239,Local-Based SpecEd Programs,14,Age 5 to 19,7,0,37,44
81000,Washtenaw ISD,09239,Local-Based SpecEd Programs,14,Age 20 to 26,0,0,1,1
81020,School District of Ypsilanti,01157,Estabrook School,14,Age 0 to 4,2,0,1,3
81020,School District of Ypsilanti,02062,Perry Child Development Center,14,Age 5 to 19,1,0,0,1
81120,Saline Area Schools,06203,Saline High School,14,Age 5 to 19,2,0,14,16
81120,Saline Area Schools,06203,Saline High School,14,Age 20 to 26,2,0,20,22
81140,Whitmore Lake Public Schools,04515,Whitmore Lake High School,14,Age 5 to 19,1,0,0,1
81140,Whitmore Lake Public Schools,04515,Whitmore Lake High School,14,Age 20 to 26,1,0,0,1
82000,State of Michigan,00000,RESA/ISD students attending LEA school--82000,14,Age 5 to 19,8,0,18,26
82000,State of Michigan,00000,RESA/ISD students attending LEA school--82000,14,Age 20 to 26,0,0,4,4
82010,Detroit City School District,00005,"Holmes, A.L.  Elementary School",14,Age 0 to 4,1,0,1,2
82010,Detroit City School District,00005,"Holmes, A.L.  Elementary School",14,Age 5 to 19,2,0,4,6
82010,Detroit City School District,00015,Robinson Elementary-Middle School,14,Age 5 to 19,1,0,0,1
82010,Detroit City School District,00039,Detroit International Academy for Young Women,14,Age 5 to 19,1,0,2,3
82010,Detroit City School District,00176,Golightly Education Center,14,Age 5 to 19,0,0,2,2
82010,Detroit City School District,00446,Bunche Elementary School,14,Age 5 to 19,0,0,2,2
82010,Detroit City School District,00463,Burt Elementary School,14,Age 0 to 4,0,0,2,2
82010,Detroit City School District,00463,Burt Elementary School,14,Age 5 to 19,1,0,1,2
82010,Detroit City School District,00468,Burton International School,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,00510,Campbell Elementary School,14,Age 0 to 4,0,0,3,3
82010,Detroit City School District,00510,Campbell Elementary School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,00542,Carstens Elementary School,14,Age 0 to 4,0,0,3,3
82010,Detroit City School District,00617,Central High School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,00739,Cody College Preparatory Upper School of Teaching and Learning,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,00781,Cooke Elementary School,14,Age 5 to 19,0,0,2,2
82010,Detroit City School District,00785,Cooley High School,14,Age 5 to 19,0,0,4,4
82010,Detroit City School District,00826,Crary Elementary School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,00908,Detroit Day School For The Deaf,14,Age 0 to 4,46,0,182,228
82010,Detroit City School District,00908,Detroit Day School For The Deaf,14,Age 5 to 19,0,0,8,8
82010,Detroit City School District,00975,Durfee Elementary School,14,Age 0 to 4,0,0,2,2
82010,Detroit City School District,00975,Durfee Elementary School,14,Age 5 to 19,0,0,2,2
82010,Detroit City School District,01084,Edison Elementary School,14,Age 5 to 19,0,0,2,2
82010,Detroit City School District,01087,Edmonson Elementary School,14,Age 0 to 4,0,0,2,2
82010,Detroit City School District,01211,Farwell Middle School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,01518,Bethune Academy,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,01569,Harding Elementary School,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,01569,Harding Elementary School,14,Age 5 to 19,0,0,3,3
82010,Detroit City School District,01634,Ford High School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,01802,Hutchins Elementary School,14,Age 5 to 19,0,0,2,2
